-80.84926454,33.49702538
-97.06430499,32.65299624
-122.44887131,37.77724161
-97.44573176,35.19342676
-77.5821669,43.18561111
-96.65932639,34.76914049
-76.90673154,38.94703259
-89.11985465,38.38304866
-93.42167684,37.60354074
-85.76569579,33.63020286
-95.16196741,29.69427915
-97.0386837,32.6919567
-120.8436314,37.04973245
-94.73931304,31.33032049
-122.33934182,47.64161214
-119.2185015,34.19602881
-110.9537706,32.2249103
-83.28810495,42.42361201
-75.22505449,39.94250685
-96.89857906,33.23015487
-84.9329308,32.5042744
-76.28910634,36.84930767
-91.534952,41.662165
-117.13870749,32.96462276
-79.2948905,33.3756961
-77.48735883,38.48408984
-76.82181634,42.09007939
-75.12719619,39.97137696
-97.93971134,29.88852112
-94.72472618,31.33553697
-93.6188,41.583
-117.74913979,34.07158504
-94.68841947,37.38737126
-108.587604,39.10069737
-81.57285206,30.76110535
-122.2941977,38.00175735
-118.74337809,34.28559716
-81.53197909,41.41860687
-87.81038437,42.74870023
-86.56687128,30.82444937
-76.76310912,38.95651722
-117.15594294,46.74524857
-75.35452615,39.86115931
-97.12673672,32.58458946
-86.77796334,36.15994559
-95.34034856,29.90185979
-87.9692192,44.4569012
-83.18217714,40.01491916
-122.69506289,47.44712978
-77.01736623,38.92085133
-83.24108114,42.73667857
-81.58270253,28.45768624
-95.81576315,36.0382485
-78.5078,38.0333
-88.6887478,37.0376485
-97.32138284,32.66035634
-119.0621594,35.3525657
-93.43728371,45.11980648
-76.30092,36.88736
-80.19448574,25.8341456
-91.24093012,43.81657481
-118.57581904,34.44395858
-98.39956452,34.58271618
-86.5189558,40.13141538
-85.8901945,42.96623805
-111.95356286,33.37027757
-87.87776936,43.07548798
-84.40613936,33.95091254
-120.46924057,37.32671969
-121.25558905,37.97920627
-117.62046324,34.06609758
-96.0979246,33.1219172
-112.03896373,43.47354002
-117.76715036,33.67704738
-117.4941253,34.1002366
-74.13153045,40.32445187
-72.2103125,41.72635032
-72.31379589,41.29349161
-97.3044516,37.71526319
-118.3560897,34.0650601
-81.90901106,28.00926981
-75.1556844,39.94564756
-81.59608121,41.39944658
-85.00530059,41.72281047
-117.1661319,34.0821421
-78.92154785,33.70595797
-117.35075673,34.19992887
-120.45196379,37.29007141
-122.593217,45.589138
-87.89499129,43.0606474
-117.0349135,32.78416404
-86.16556041,39.89851023
-76.62703808,39.24643481
-120.55171831,47.01901763
-85.86467173,38.11762513
-83.29167545,42.63669689
-92.6665344,45.18552861
-81.08522915,29.28984976
-80.41855152,26.1051011
-75.19940679,40.70988124
-97.76564053,31.09192087
-81.27975039,40.87413002
-83.77552746,33.57314729
-69.6509224,44.5498457
-72.98532212,41.53260682
-78.78020687,42.91912355
-87.77174552,42.04092079
-87.71023027,41.95873751
-82.55578303,38.36962179
-97.4420055,31.15403532
-118.64413514,34.20121717
-93.27311,44.96346
-80.42220749,37.22264525
-90.42513776,41.44082682
-87.67424263,37.96165298
-93.1406215,40.87967773
-83.44241603,42.30714914
-97.34887978,31.07429975
-76.2623794,38.8212662
-89.96286163,29.93890265
-94.1050364,30.0430309
-104.67370033,39.85875948
-83.7578579,41.62964524
